variable,dummyVariable,toType,databaseStart,variableStart,fromType,recTo,numValidCat,catLabel,catLabelLong,units,recFrom,catStartLabel,variableStartShortLabel,variableStartLabel,notes
low_drink_score1,low_drink_score1_cat5N/A_Func::low_drink_score_fun1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[DHH_SEX, ALWDWKY, ALC_005, ALC_1]",N/A,Func::low_drink_score_fun1,N/A,N/A,N/A,N/A,N/A,N/A,Low risk drinking score - former/never drinking categories,Low risk drinking score - former/never drinking categories,
low_drink_score1,low_drink_score1_cat5_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[DHH_SEX, ALWDWKY, ALC_005, ALC_1]",N/A,1,5,Low risk - never drank,Low risk - never drank,N/A,1,Low risk - never drank,Low risk drinking score - former/never drinking categories,Low risk drinking score - former/never drinking categories,
low_drink_score1,low_drink_score1_cat5_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[DHH_SEX, ALWDWKY, ALC_005, ALC_1]",N/A,2,5,Low risk - former drinker,Low risk - former drinker,N/A,2,Low risk - former drinker,Low risk drinking score - former/never drinking categories,Low risk drinking score - former/never drinking categories,
low_drink_score1,low_drink_score1_cat5_3,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[DHH_SEX, ALWDWKY, ALC_005, ALC_1]",N/A,3,5,Marginal risk,Marginal risk,N/A,3,Marginal risk,Low risk drinking score - former/never drinking categories,Low risk drinking score - former/never drinking categories,
low_drink_score1,low_drink_score1_cat5_4,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[DHH_SEX, ALWDWKY, ALC_005, ALC_1]",N/A,4,5,Medium risk,Medium risk,N/A,4,Medium risk,Low risk drinking score - former/never drinking categories,Low risk drinking score - former/never drinking categories,
low_drink_score1,low_drink_score1_cat5_5,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[DHH_SEX, ALWDWKY, ALC_005, ALC_1]",N/A,5,5,High risk,High risk,N/A,5,High risk,Low risk drinking score - former/never drinking categories,Low risk drinking score - former/never drinking categories,
low_drink_score1,low_drink_score1_cat5_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[DHH_SEX, ALWDWKY, ALC_005, ALC_1]",N/A,NA::b,5,missing,missing,N/A,N/A,N/A,Low risk drinking score - former/never drinking categories,Low risk drinking score - former/never drinking categories,
PAA_045,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_045],cat,copy,N/A,No. hours sweat,No. hours sweat,hours/week,"[0,160]",No. hours sweat,Sports / fitness / rec phys act - 7 d - total - hours,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_045,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_045],cat,NA::a,N/A,not applicable,not applicable,hours/week,996,not applicable,Sports / fitness / rec phys act - 7 d - total - hours,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_045,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_045],cat,NA::b,N/A,missing,missing,hours/week,"[997,999]",don't know (997); refusal (998); not stated (999),Sports / fitness / rec phys act - 7 d - total - hours,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_045,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_045],cat,NA::b,N/A,missing,missing,hours/week,else,else,Sports / fitness / rec phys act - 7 d - total - hours,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_050,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_050],cat,copy,N/A,No. minutes sweat,No. minutes sweat,minutes/week,"[0,1680]",No. minutes sweat,Sports / fitness / rec phys act - 7 d - total - minutes,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_050,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_050],cat,NA::a,N/A,not applicable,not applicable,minutes/week,9996,not applicable,Sports / fitness / rec phys act - 7 d - total - minutes,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_050,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_050],cat,NA::b,N/A,missing,missing,minutes/week,"[9997,9999]",don't know (9997); refusal (9998); not stated (9999),Sports / fitness / rec phys act - 7 d - total - minutes,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_050,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_050],cat,NA::b,N/A,missing,missing,minutes/week,else,else,Sports / fitness / rec phys act - 7 d - total - minutes,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_075,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_075],cat,copy,N/A,No. hours sweat,No. hours sweat,hours/week,"[0,168]",No. hours sweat,Other physical activities - 7 d - total - hours,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_075,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_075],cat,NA::a,N/A,not applicable,not applicable,hours/week,996,not applicable,Other physical activities - 7 d - total - hours,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_075,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_075],cat,NA::b,N/A,missing,missing,hours/week,"[997,999]",don't know (997); refusal (998); not stated (999),Other physical activities - 7 d - total - hours,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_075,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_075],cat,NA::b,N/A,missing,missing,hours/week,else,else,Other physical activities - 7 d - total - hours,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_080,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_080],cat,copy,N/A,No. minutes sweat,No. minutes sweat,minutes/week,"[0,4880]",No. minutes sweat,Other physical activities - 7 d - total - minutes,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_080,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_080],cat,NA::a,N/A,not applicable,not applicable,minutes/week,9996,not applicable,Other physical activities - 7 d - total - minutes,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_080,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_080],cat,NA::b,N/A,missing,missing,minutes/week,"[9997,9999]",don't know (9997); refusal (9998); not stated (9999),Other physical activities - 7 d - total - minutes,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAA_080,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAA_080],cat,NA::b,N/A,missing,missing,minutes/week,else,else,Other physical activities - 7 d - total - minutes,"(18+ years old) In the last 7 days, how much time in total did you spend doing these activities that made you sweat at least a little and breathe harder?",
PAADVVIG,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAADVVIG],cont,copy,N/A,No. minutes - vigorous physical activity - 7d,No. minutes - vigorous physical activity - 7d,minutes/week,"[0,6000]",No. minutes - vigorous physical activity - 7d,Total minutes of vigorous activity over a week,(18+ years old) Total minutes of vigorous activity - 7 d - (D),
PAADVVIG,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAADVVIG],cont,NA::a,N/A,not applicable,not applicable,minutes/week,99996,not applicable,Total minutes of vigorous activity over a week,(18+ years old) Total minutes of vigorous activity - 7 d - (D),
PAADVVIG,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAADVVIG],cont,NA::b,N/A,missing,missing,minutes/week,"[99997,99999]",don't know (99997); refusal (99998); not stated (99999),Total minutes of vigorous activity over a week,(18+ years old) Total minutes of vigorous activity - 7 d - (D),
PAADVVIG,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAADVVIG],cont,NA::b,N/A,missing,missing,minutes/week,else,else,Total minutes of vigorous activity over a week,(18+ years old) Total minutes of vigorous activity - 7 d - (D),
PAADVDYS,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAADVDYS],cont,copy,N/A,No. active days - 7d,No. active days - 7d,days,"[0,7]",No. active days - 7d,No. active days - 7d,(18+ years old) Number of active days - 7 d - (D),
PAADVDYS,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAADVDYS],cont,NA::a,N/A,not applicable,not applicable,days,96,not applicable,No. active days - 7d,(18+ years old) Number of active days - 7 d - (D),
PAADVDYS,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAADVDYS],cont,NA::b,N/A,missing,missing,days,"[97,99]",don’t know (97); refusal (98); not stated (99),No. active days - 7d,(18+ years old) Number of active days - 7 d - (D),
PAADVDYS,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAADVDYS],cont,NA::b,N/A,missing,missing,days,else,else,No. active days - 7d,(18+ years old) Number of active days - 7 d - (D),
PACDEE,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::PACADEE, cchs2003_p::PACCDEE, cchs2005_p::PACEDEE, [PACDEE]",cont,copy,N/A,Physical Activity,Average daily leisure time energy expenditure in METs,METS,"[0,43.5]",Daily energy expenditure - (D),Physical Activity,Daily energy expenditure - (D),Refer to energy_exp for PACDEE all cycles
PACDEE,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::PACADEE, cchs2003_p::PACCDEE, cchs2005_p::PACEDEE, [PACDEE]",cont,NA::a,N/A,not applicable,not applicable,METS,99.6,Not applicable,Physical Activity,Daily energy expenditure - (D),
PACDEE,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::PACADEE, cchs2003_p::PACCDEE, cchs2005_p::PACEDEE, [PACDEE]",cont,NA::b,N/A,missing,missing,METS,"[99.7,99.9]",don't know (99.7); refusal (99.8); not stated (99.9),Physical Activity,Daily energy expenditure - (D),Don't know (99.7) and refusal (99.8) not included in 2001 CCHS
PACDEE,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::PACADEE, cchs2003_p::PACCDEE, cchs2005_p::PACEDEE, [PACDEE]",cont,NA::b,N/A,missing,missing,METS,else,else,Physical Activity,Daily energy expenditure - (D),
PACDEE_cat3,PACDEE_cat3_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::PACADEE, cchs2003_p::PACCDEE, cchs2005_p::PACEDEE, [PACDEE]",cat,1,3,Inactive,Inactive - leisure activity,METS,"[0,1.49]",Inactive - leisure activity,Categorical physical activity,Categorical daily energy expenditure,
PACDEE_cat3,PACDEE_cat3_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::PACADEE, cchs2003_p::PACCDEE, cchs2005_p::PACEDEE, [PACDEE]",cat,2,3,Moderately active,Moderately active - leisure activity,METS,"[1.5,2.99]",Moderately active - leisure activity,Categorical physical activity,Categorical daily energy expenditure,
PACDEE_cat3,PACDEE_cat3_3,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::PACADEE, cchs2003_p::PACCDEE, cchs2005_p::PACEDEE, [PACDEE]",cat,3,3,Active,Active - leisure activity,METS,"[3,43.5]",Active - leisure activity,Categorical physical activity,Categorical daily energy expenditure,
PACDEE_cat3,PACDEE_cat3_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::PACADEE, cchs2003_p::PACCDEE, cchs2005_p::PACEDEE, [PACDEE]",cat,NA::a,3,not applicable,not applicable,METS,99.6,Not applicable,Categorical physical activity,Categorical daily energy expenditure,
PACDEE_cat3,PACDEE_cat3_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::PACADEE, cchs2003_p::PACCDEE, cchs2005_p::PACEDEE, [PACDEE]",cat,NA::b,3,missing,missing,METS,"[99.7,99.9]",don't know (99.7); refusal (99.8); not stated (99.9),Categorical physical activity,Categorical daily energy expenditure,
PACDEE_cat3,PACDEE_cat3_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::PACADEE, cchs2003_p::PACCDEE, cchs2005_p::PACEDEE, [PACDEE]",cat,NA::b,3,missing,missing,METS,else,else,Categorical physical activity,Categorical daily energy expenditure,
PAYDVTOA,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVTOA],cont,copy,N/A,No. minutes of other activities,No. minutes of other activities,minutes/week,"[0,4980]",No. minutes of other activities,Total minutes of other activities - 7 d,Total minutes of other activities - 7 d - (D),
PAYDVTOA,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVTOA],cont,NA::a,N/A,not applicable,not applicable,minutes/week,99996,not applicable,Total minutes of other activities - 7 d,Total minutes of other activities - 7 d - (D),
PAYDVTOA,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVTOA],cont,NA::b,N/A,missing,missing,minutes/week,"[99997,99999]",don't know (99997); refusal (99998); not stated (99999),Total minutes of other activities - 7 d,Total minutes of other activities - 7 d - (D),
PAYDVTOA,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVTOA],cont,NA::b,N/A,missing,missing,minutes/week,else,else,Total minutes of other activities - 7 d,Total minutes of other activities - 7 d - (D),
PAYDVADL,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVADL],cont,copy,N/A,No. minutes of leisure activities,No. minutes of leisure activities,minutes/week,"[0,4140]",No. minutes of leisure activities,Total minutes of physical activities during leisure over a week,Total minutes - physical activities during leisure - 7 d - (D),
PAYDVADL,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVADL],cont,NA::a,N/A,not applicable,not applicable,minutes/week,99996,not applicable,Total minutes of physical activities during leisure over a week,Total minutes - physical activities during leisure - 7 d - (D),
PAYDVADL,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVADL],cont,NA::b,N/A,missing,missing,minutes/week,"[99997,99999]",don't know (99997); refusal (99998); not stated (99999),Total minutes of physical activities during leisure over a week,Total minutes - physical activities during leisure - 7 d - (D),
PAYDVADL,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVADL],cont,NA::b,N/A,missing,missing,minutes/week,else,else,Total minutes of physical activities during leisure over a week,Total minutes - physical activities during leisure - 7 d - (D),
PAYDVVIG,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVVIG],cont,copy,N/A,No. minutes of vigorous activities,No. minutes of vigorous activities,minutes/week,"[0,2880]",No. minutes of vigorous activities,Total minutes of vigorous physical activity over a week,Total minutes - vigorous physical activity - 7 d - (D),
PAYDVVIG,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVVIG],cont,NA::a,N/A,not applicable,not applicable,minutes/week,99996,not applicable,Total minutes of vigorous physical activity over a week,Total minutes - vigorous physical activity - 7 d - (D),
PAYDVVIG,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVVIG],cont,NA::b,N/A,missing,missing,minutes/week,"[99997,99999]",don't know (99997); refusal (99998); not stated (99999),Total minutes of vigorous physical activity over a week,Total minutes - vigorous physical activity - 7 d - (D),
PAYDVVIG,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVVIG],cont,NA::b,N/A,missing,missing,minutes/week,else,else,Total minutes of vigorous physical activity over a week,Total minutes of vigorous physical activity over a week,
PAYDVDYS,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVDYS],cont,copy,N/A,No. physically active days,No. physically active days,days,"[0,7]",No. physically active days,Number of days - physically active over a week,Number of days - physically active over a week,
PAYDVDYS,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVDYS],cont,NA::a,N/A,not applicable,not applicable,days,96,not applicable,Number of days - physically active over a week,Number of days - physically active - 7 d - (D),
PAYDVDYS,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVDYS],cont,NA::b,N/A,missing,missing,days,"[97,99]",don't know (97); refusal (98); not stated (99),Number of days - physically active over a week,Number of days - physically active - 7 d - (D),
PAYDVDYS,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p",[PAYDVDYS],cont,NA::b,N/A,missing,missing,days,else,else,Number of days - physically active over a week,Number of days - physically active - 7 d - (D),
pct_time_der,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[DHHGAGE_cont, SDCGCBG, SDCGRES]",N/A,Func::pct_time_fun,N/A,N/A,N/A,%,N/A,N/A,Percent time in Canada,Percentage of time in Canada,"Percent time in Canada derived from Age, immigration status, and time in Canada variables"
pct_time_der,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[DHHGAGE_cont, SDCGCBG, SDCGRES]",N/A,NA::b,N/A,missing,missing,%,N/A,N/A,Percent time in Canada,Percentage of time in Canada,
SDCFIMM,SDCFIMM_cat2_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::SDCAFIMM, cchs2003_p::SDCCFIMM, cchs2005_p::SDCEFIMM, cchs2015_2016_p::SDCDVIMM, cchs2017_2018_p::SDCDVIMM, [SDCFIMM]",cat,1,2,Yes,Yes,N/A,1,Yes,Immigrant status (D),Are you an immigrant?,
SDCFIMM,SDCFIMM_cat2_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::SDCAFIMM, cchs2003_p::SDCCFIMM, cchs2005_p::SDCEFIMM, cchs2015_2016_p::SDCDVIMM, cchs2017_2018_p::SDCDVIMM, [SDCFIMM]",cat,2,2,No,No,N/A,2,No,Immigrant status (D),Are you an immigrant?,
SDCFIMM,SDCFIMM_cat2_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::SDCAFIMM, cchs2003_p::SDCCFIMM, cchs2005_p::SDCEFIMM, cchs2015_2016_p::SDCDVIMM, cchs2017_2018_p::SDCDVIMM, [SDCFIMM]",cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Immigrant status (D),Are you an immigrant?,
SDCFIMM,SDCFIMM_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::SDCAFIMM, cchs2003_p::SDCCFIMM, cchs2005_p::SDCEFIMM, cchs2015_2016_p::SDCDVIMM, cchs2017_2018_p::SDCDVIMM, [SDCFIMM]",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Immigrant status (D),Are you an immigrant?,
SDCFIMM,SDCFIMM_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::SDCAFIMM, cchs2003_p::SDCCFIMM, cchs2005_p::SDCEFIMM, cchs2015_2016_p::SDCDVIMM, cchs2017_2018_p::SDCDVIMM, [SDCFIMM]",cat,NA::b,2,missing,missing,N/A,else,else,Immigrant status (D),Are you an immigrant?,
SDCGCBG,SDCGCBG_cat2_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::SDCAGCBG, cchs2003_p::SDCCGCBG, cchs2005_p::SDCEGCBG, cchs2011_2012_p::SDCGCB12, cchs2013_2014_p::SDCGCB13, cchs2014_p::SDCGCB13, cchs2015_2016_p::SDCDGCB, cchs2017_2018_p::SDCDGCB, [SDCGCBG]",cat,1,2,Canada,Canada,N/A,1,Canada,Country of birth - (G),Country of birth - (G),
SDCGCBG,SDCGCBG_cat2_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::SDCAGCBG, cchs2003_p::SDCCGCBG, cchs2005_p::SDCEGCBG, cchs2011_2012_p::SDCGCB12, cchs2013_2014_p::SDCGCB13, cchs2014_p::SDCGCB13, cchs2015_2016_p::SDCDGCB, cchs2017_2018_p::SDCDGCB, [SDCGCBG]",cat,2,2,Other,Other,N/A,2,Other,Country of birth - (G),Country of birth - (G),
SDCGCBG,SDCGCBG_cat2_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::SDCAGCBG, cchs2003_p::SDCCGCBG, cchs2005_p::SDCEGCBG, cchs2011_2012_p::SDCGCB12, cchs2013_2014_p::SDCGCB13, cchs2014_p::SDCGCB13, cchs2015_2016_p::SDCDGCB, cchs2017_2018_p::SDCDGCB, [SDCGCBG]",cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Country of birth - (G),Country of birth - (G),
SDCGCBG,SDCGCBG_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::SDCAGCBG, cchs2003_p::SDCCGCBG, cchs2005_p::SDCEGCBG, cchs2011_2012_p::SDCGCB12, cchs2013_2014_p::SDCGCB13, cchs2014_p::SDCGCB13, cchs2015_2016_p::SDCDGCB, cchs2017_2018_p::SDCDGCB, [SDCGCBG]",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Country of birth - (G),Country of birth - (G),CCHS 2001 does not have don't know (7) or refusal (8)
SDCGCBG,SDCGCBG_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::SDCAGCBG, cchs2003_p::SDCCGCBG, cchs2005_p::SDCEGCBG, cchs2011_2012_p::SDCGCB12, cchs2013_2014_p::SDCGCB13, cchs2014_p::SDCGCB13, cchs2015_2016_p::SDCDGCB, cchs2017_2018_p::SDCDGCB, [SDCGCBG]",cat,NA::b,2,missing,missing,N/A,else,else,Country of birth - (G),Country of birth - (G),
SDCGCGT,SDCGCGT_cat2_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::SDCAGRAC, cchs2003_p::SDCCGRAC, cchs2005_p::SDCEGCGT, cchs2015_2016_p::SDCDGCGT, cchs2017_2018_p::SDCDGCGT, [SDCGCGT]",cat,1,2,White,White,N/A,1,White,Ethnicity,"Cultural or racial origin - (D, G)",
SDCGCGT,SDCGCGT_cat2_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::SDCAGRAC, cchs2003_p::SDCCGRAC, cchs2005_p::SDCEGCGT, cchs2015_2016_p::SDCDGCGT, cchs2017_2018_p::SDCDGCGT, [SDCGCGT]",cat,2,2,Non-white,Non-white,N/A,2,Visible minority,Ethnicity,"Cultural or racial origin - (D, G)",
SDCGCGT,SDCGCGT_cat2_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::SDCAGRAC, cchs2003_p::SDCCGRAC, cchs2005_p::SDCEGCGT, cchs2015_2016_p::SDCDGCGT, cchs2017_2018_p::SDCDGCGT, [SDCGCGT]",cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Ethnicity,"Cultural or racial origin - (D, G)",
